분류|대출건수합계|평균대출건수
840.4|4|4.0
471.51|4|4.0
545.1|4|2.0
920.45|4|4.0
349.16|4|4.0
025.254|4|4.0
526.4|4|2.0
713.0209|4|4.0
654.53|4|4.0
654.499746|4|4.0
539.52|4|1.33
337.05|4|1.0
377.609|4|0.8
673.0|4|4.0
668.54|4|2.0
670.91|4|4.0
327.981165|4|4.0
238.34|4|4.0
515.75|4|4.0
234.248|4|4.0
470.73|4|4.0
470.34|4|1.33
340.956|4|4.0
996.3|4|4.0
340.938|4|4.0
365.1303|4|4.0
594.342|4|4.0
164.59099|4|4.0
164.38|4|4.0
425.3|4|2.0
331.3712011|4|4.0
518.11|4|2.0
549.31|4|4.0
843.3|4|4.0
844.09|4|4.0
546.18021|4|4.0
546.13|4|2.0
340.9257|4|4.0
575.74|4|2.0
984.1102|4|4.0
983.91|4|4.0
671.809|4|4.0
151.704|4|4.0
364.042|4|4.0
364.0091|4|4.0
911.82|4|1.33
693.0|4|4.0
692.0693|4|1.33
698.2109|4|4.0
217.4|4|4.0
365.93|4|2.0
340.9231|4|2.0
518.505|4|2.0
024.34|4|1.33
673.5304|4|4.0
359.1196|4|4.0
359.1172|4|4.0
327.76|4|4.0
510.6|4|2.0
670.913|4|1.33
259.0|4|1.33
355.21|4|4.0
352.621|4|4.0
345.0|4|2.0
341.7|4|4.0
362.018|4|4.0
813.5026|4|2.0
710.6|4|2.0
160.36|4|4.0
360.26|4|4.0
361.57|4|4.0
673.6639|4|4.0
679.099|4|4.0
678.5|4|4.0
911.0585|4|4.0
981.192|4|2.0
658.08|4|1.0
658.01|4|4.0
540.091|4|2.0
327.54099|4|4.0
484.8|4|4.0
530.23|4|4.0
698.93|4|4.0
414.15|4|4.0
112.70926|4|4.0
346.42|4|4.0
525.009|4|4.0
680.92|4|4.0
680.7|4|4.0
592.307|4|4.0
679.59|4|2.0
679.515|4|4.0
681.0|4|1.0
147.0|4|1.33
151.6|4|4.0
981.2126|4|4.0
710.07|4|4.0
458.0|4|4.0
234.1726|4|4.0
472.02|4|2.0
688.60911|4|4.0
489.561|4|4.0
301.5312|4|2.0
540.092033|4|4.0
814.6109|4|4.0
151.51099|4|4.0
680.926|4|2.0
472.19|4|4.0
499.74304|4|4.0
581.36|4|1.33
374.6504|4|2.0
689.5|4|4.0
349.110148|4|4.0
349.91|4|4.0
687.73|4|4.0
439.4|4|4.0
876.0|4|4.0
320.27|4|4.0
472.17|4|4.0
509.29|4|4.0
202.6|4|4.0
684.099|4|4.0
684.01|4|2.0
591.95034|4|4.0
236.942|4|4.0
542.076|4|4.0
237.57|4|4.0
668.2|4|4.0
534.04|4|4.0
668.854922|4|4.0
668.8|4|1.0
700.8|4|4.0
473.7|4|4.0
481.93|4|4.0
481.8|4|4.0
351.1151|4|4.0
816.62|4|2.0
388.1185|4|4.0
388.118|4|4.0
237.1|4|2.0
924.6|4|4.0
821.709|4|0.8
513.57|4|2.0
135|4|2.0
388.163|4|4.0
688.0928|4|4.0
822.6|4|2.0
340.943|4|4.0
126.504|4|2.0
982.889|4|4.0
359.06|4|2.0
250.9|4|4.0
309.1257|4|2.0
309.16|4|4.0
925.036|4|4.0
502.912|4|2.0
209.111|4|4.0
668.23|4|2.0
688.0913|4|4.0
685.502|4|4.0
589.95|4|4.0
587.2|4|2.0
513.636|4|4.0
350.78|4|2.0
359.0721|4|4.0
10.911|4|2.0
991.1081|4|0.8
340.20913|4|4.0
519.4981|4|4.0
012.059|4|0.24
012.04|4|1.33
011.5|4|2.0
493.36|4|4.0
559.4205|4|4.0
381.91|4|2.0
381.75099|4|2.0
514.731|3|3.0
340.210911|3|1.0
993.2|3|3.0
383.3|3|0.6
494.7|3|3.0
221.8|3|1.5
221.93|3|1.0
684.099|3|1.5
684.8|3|3.0
685.101|3|3.0
336.40942|3|3.0
376.526|3|1.5
450.9239|3|3.0
448.75|3|3.0
376.408|3|0.27
010.91105|3|3.0
990.92|3|3.0
329.92|3|3.0
515.103|3|1.5
581.0|3|1.5
580.0|3|3.0
326.711|3|3.0
326.7099|3|1.0
020.2|3|3.0
361.57|3|1.5
739.71|3|3.0
350.034|3|3.0
350.027|3|3.0
513.604|3|1.5
138.2|3|3.0
388.20912|3|3.0
388.134|3|3.0
584.3|3|3.0
132.0|3|3.0
374.5399|3|1.5
982.59|3|1.5
481.991155|3|3.0
394.5609|3|3.0
394.3|3|3.0
364.01107|3|3.0
331.304|3|3.0
502.903|3|3.0
516.3994|3|1.5
237.31|3|3.0
327.983|3|3.0
324.592|3|3.0
351.3|3|3.0
359.1185|3|3.0
388.1234|3|3.0
388.1163|3|3.0
146.2|3|3.0
202.3|3|1.5
660.913|3|3.0
537.12|3|3.0
339.4|3|3.0
339.0913|3|3.0
340.962|3|3.0
350.18|3|3.0
349.93|3|3.0
823.026|3|3.0
586.709|3|3.0
861.09|3|3.0
701.705|3|3.0
472.52636|3|3.0
509.13|3|0.38
507.1|3|1.5
591.12|3|3.0
472.1161|3|3.0
472.09|3|3.0
926.052|3|3.0
541.1|3|3.0
324.409|3|3.0
516.924|3|3.0
516.4209|3|3.0
489.5651|3|3.0
420.71209|3|3.0
984.25302|3|3.0
456.6|3|3.0
472.1924|3|3.0
660.69|3|3.0
903.0|3|3.0
233.99|3|3.0
233.781|3|3.0
359.08|3|3.0
513.38504|3|3.0
513.25|3|3.0
659.8|3|3.0
539.99076|3|3.0
374.685|3|1.5
374.659|3|3.0
349.110144|3|3.0
346.8|3|3.0
491.38|3|3.0
367.051|3|3.0
679.71|3|3.0
361.259|3|3.0
360.99|3|3.0
151.56|3|1.5
234.1745|3|3.0
234.1722|3|3.0
826.5|3|0.38
349.111042|3|3.0
584.04|3|3.0
581.9|3|3.0
499.736|3|3.0
499.735|3|1.5
359.1154|3|3.0
360.911|3|3.0
539.9825|3|3.0
540.091111|3|3.0
981.186|3|3.0
525.931|3|3.0
321.50911|3|3.0
658.09111|3|1.5
658.03|3|0.5
539.995|3|3.0
983.7702|3|3.0
326.17604|3|3.0
115.3|3|3.0
113.4|3|3.0
122|3|3.0
119|3|3.0
024.8|3|3.0
227.55|3|1.5
481.9|3|1.5
327.850912|3|3.0
152.6|3|3.0
338.5404|3|1.5
526.2|3|1.5
526.153|3|3.0
526.06|3|3.0
911.46|3|3.0
911.073|3|3.0
516.9346|3|1.5
361.75|3|3.0
361.46|3|3.0
334.10925|3|3.0
334.1092|3|3.0
489.5651|3|3.0
489.36|3|3.0
238.274|3|3.0
544.9|3|3.0
325.011|3|1.0
325.001|3|0.38
374.7407|3|1.5
374.73|3|1.0
833.6099|3|3.0
320.9147|3|3.0
812.6708|3|3.0
812.67|3|3.0
673.5099|3|3.0
593.238|3|1.0
235.6542|3|3.0
434|3|3.0
698.21099|3|3.0
321.381|3|3.0
215.8215|3|3.0
340.9249|3|1.5
518.32|3|1.0
674.22|3|3.0
151.5808|3|1.5
152.415|3|3.0
326.2077|3|1.5
359.1199|3|3.0
359.1189|3|3.0
327.68|3|3.0
510.74019|3|3.0
196|3|1.5
195.0913|3|3.0
328.44|3|1.5
070.73|3|3.0
363.4|3|0.75
711.23|3|3.0
364.22|3|3.0
374.0911|3|1.0
513.196|3|3.0
377.604|3|1.5
911.89|3|1.0
911.84|3|3.0
911.829|3|1.5
539.903|3|1.5
024.3595|3|3.0
345.08|3|1.0
577.13|3|1.5
576.192|3|3.0
896.72|3|3.0
340.92992|3|3.0
911.47|3|3.0
235.73|3|3.0
670.11|3|1.5
670.912|3|3.0
539.522|3|3.0
380.911829|3|3.0
380.91181|3|1.0
654.221|3|3.0
654.2|3|1.5
363.68|3|1.5
523.93|3|3.0
523.9|3|1.5
843.609|3|3.0
852.09|3|3.0
575.35|3|3.0
250.99|3|1.5
291.0|3|3.0
238.352|3|3.0
025.5|3|3.0
452.43|3|3.0
234.84|3|3.0
234.17|3|3.0
668.48|3|3.0
594.3996|3|3.0
911.78|3|3.0
490.9|3|3.0
327.9815|3|1.5
574.14|3|3.0
340.95|3|3.0
377.024|3|3.0
340.93671|3|3.0
552.023077|3|3.0
362.259|3|3.0
670.88|3|3.0
326.215|3|3.0
340.209259|3|3.0
697.3|3|1.5
672.38|3|1.5
672.34|3|1.5
673.49126|3|3.0
673.0911|3|3.0
364.23|3|1.5
26.0913|3|3.0
490.25|3|0.75
697.6|3|1.5
696.704|3|3.0
696|3|1.5
525.6|3|1.5
525.3|3|3.0
673.58|3|3.0
539.78|3|3.0
539.70942|3|1.5
539.709116|3|3.0
811.2909|3|1.5
653.119|3|3.0
556.7|3|1.0
551.15029|3|3.0
715.03|3|0.5
448.78|3|1.5
363.011|3|3.0
549.615|3|1.5
325.08|3|3.0
840.0|3|3.0
718.09|3|3.0
439.7|3|3.0
653.194|3|3.0
669.31|3|1.5
669.0911|3|3.0
472.526322|3|1.5
367.4165|3|3.0
657.1018|3|3.0
551.31076|3|3.0
281.0|3|3.0
920.1|3|3.0
701.017|3|3.0
013.909|3|0.75
518.5883|3|3.0
364.22|3|1.0
695.88|3|1.0
853.081|3|1.5
337.0942|3|3.0
337.0918|3|3.0
572.73|3|3.0
367.4162|3|0.75
181.41|3|3.0
539.14|3|3.0
152.3|3|3.0
512.85|3|3.0
654.9459|3|3.0
537.42|3|1.5
516.951|3|3.0
981.58|3|3.0
981.1323|3|3.0
981.116|3|3.0
981.109|3|3.0
375.209|3|3.0
550.34|3|3.0
309.143|3|3.0
499.7209|3|3.0
499.4|3|3.0
499.32|3|3.0
307.32|3|3.0
912.063|3|3.0
657.58|3|3.0
527.4486|3|3.0
229.913|3|3.0
718.11|3|3.0
510.942|3|3.0
695.70911|3|3.0
027.2|3|3.0
027.04|3|3.0
335.9|3|1.5
859.735|3|3.0
351.18204|3|3.0
856.09|3|3.0
855|3|3.0
070.435|3|1.0
388.11176|3|3.0
152.6|3|0.75
152.57099|3|3.0
811.02|3|3.0
368.113|3|3.0
372.56|3|0.6
370.10912|3|3.0
370.08|3|3.0
324.405|3|1.0
570.323|3|1.5
569.98077|3|1.5
710.9|3|1.5
336.22|3|1.5
569.1|3|3.0
456.6|3|3.0
360.071|3|3.0
360.019|3|3.0
718.5|3|3.0
481.8|3|1.5
652.53|3|3.0
558.341|3|3.0
527.304|3|1.5
309.1127|3|3.0
986.7029|3|3.0
986.69802|3|3.0
986.62|3|3.0
674.07|3|3.0
810.26|3|0.6
623.0|3|3.0
620.912|3|3.0
620.4|3|3.0
810.1|3|3.0
942.6|3|1.5
942.42|3|1.5
233.0881|3|3.0
232.881|3|3.0
369.12|3|3.0
810.507|3|3.0
334.091|3|3.0
553.46|3|3.0
028|3|0.43
334.23|3|3.0
454.92|3|3.0
942.05|3|3.0
942.041|3|3.0
538.1|3|3.0
162.43|3|3.0
718.98|3|3.0
558.904|3|1.5
559.3446903|3|3.0
375.37|3|1.5
325.8076|3|3.0
515.48|3|3.0
376.62|3|3.0
498.62|3|3.0
498.41|3|3.0
674.9|3|3.0
674.3|3|1.5
498.0508|3|3.0
322.8312014|3|3.0
520.98|3|3.0
023.4|3|3.0
640.5|3|1.5
559.4503|3|3.0
380.91172|3|3.0
527.73|3|1.5
193.8|3|3.0
914.104|3|3.0
830.0|3|3.0
331.52|3|3.0
331.9|3|3.0
332.60912|3|3.0
569.5|3|3.0
711.27|3|3.0
069.8|3|1.0
070.421|3|3.0
329.46|3|3.0
375.4029|3|3.0
325.741|3|1.5
325.72|3|3.0
360.19|3|3.0
604.89|3|3.0
233.0885|3|3.0
233.0881|3|3.0
371.09116|3|3.0
887|3|3.0
716.0|3|1.5
715.7|3|1.0
568.81|3|3.0
212|3|3.0
328.48|3|1.0
364.3076|3|3.0
326.3352|3|3.0
165.64|3|1.5
165.75|3|3.0
388.392|3|3.0
388.33|3|3.0
370.92996|3|3.0
802.0669|3|3.0
375.209|3|3.0
517.09231|3|3.0
521.78|3|3.0
331.370911|3|3.0
331.30911|3|3.0
235.78|3|0.6
235.742|3|3.0
190.1091|3|3.0
367.4167|3|3.0
327.4027|3|3.0
642|3|1.5
326.360911|3|1.5
512.27|3|3.0
259.099|3|3.0
602.3|3|3.0
608.0927|3|3.0
331.3711012|3|3.0
376.6442|3|0.6
320.14|3|3.0
320.073|3|3.0
521.4|3|1.5
420.134|3|3.0
521.75|3|3.0
988.23|3|1.5
988.1|3|3.0
988|3|1.5
285.8271|3|3.0
600.691199|3|3.0
600.4891|3|3.0
389.091|3|3.0
720.99|3|3.0
429.27|3|3.0
331.37678011|3|3.0
309.1346|3|1.5
556.47|3|3.0
336.092|3|1.5
376.537|3|3.0
325.357|3|3.0
321.393|3|3.0
816.09|3|3.0
595.45|3|3.0
793.3|3|1.5
346.8|3|3.0
346.2|3|3.0
913.8|3|3.0
535.23|3|3.0
342.151|3|3.0
723.2|3|1.5
559.7723|3|3.0
409.42|3|3.0
567.023|3|0.6
566.876|3|3.0
519.4325|3|3.0
381.75091188|3|3.0
988.7|3|3.0
519.3205|3|3.0
563.3|3|3.0
361.64|3|3.0
196.1|3|3.0
534.45|3|1.5
534.4|3|1.0
166.6|3|3.0
512.11|3|3.0
170.1|3|1.5
797.703|3|0.75
513.99438|3|3.0
513.986|3|3.0
350.22|3|1.5
556.346|3|3.0
820.8|3|3.0
823.4|3|3.0
326.7911|3|1.5
515.10911|3|1.5
326.32|3|3.0
759.3|3|1.0
566.0733|3|1.5
326.40911|3|1.5
981.12222|3|3.0
228.953|3|3.0
228.9504|3|1.5
533.6077|3|3.0
566.8756|3|1.0
388.7|3|3.0
987.8|3|3.0
420.34|3|1.5
519.03|3|3.0
013.912|3|3.0
692.02|3|1.5
511.1681|3|3.0
398.12|3|3.0
360.91106|3|3.0
360.57|3|3.0
332.401|3|3.0
953.0|3|3.0
942.04|3|3.0
529.34|3|1.5
368.112|3|3.0
566.575|3|1.0
514.91|3|3.0
514.74|3|3.0
386.512|3|1.5
385.912|3|1.5
325.63|3|3.0
601.92|3|3.0
606.3034|3|3.0
169.941|3|3.0
169.93|3|3.0
791.7|3|3.0
413.13|3|3.0
320.903|3|3.0
632.21|3|3.0
321.38|3|3.0
912.11|3|0.75
679.0911|3|1.5
679.03|3|3.0
678.72|3|3.0
497.02|3|1.5
221.0912|3|3.0
392.5|3|3.0
340.9163|3|3.0
520.025|3|3.0
326.30911|3|3.0
349.4202|3|3.0
446.9|3|3.0
735.8|3|3.0
592.806|3|3.0
592.37|3|3.0
592.34|3|1.5
517.20926|3|3.0
517.160913|3|3.0
024.31|3|3.0
532.48|3|1.5
532.42|3|3.0
511.483|3|3.0
604.23|3|1.5
004.5714|3|3.0
005.131|3|3.0
322.9506|3|3.0
512.128|3|1.5
593.2024|3|3.0
592.99|3|3.0
321.5567|3|3.0
326.7126|3|1.5
326.7124|3|3.0
215.83|3|3.0
981.19602|3|3.0
220.3|3|3.0
220.10911|3|3.0
530.073|3|3.0
692.011|3|1.5
511.431|3|3.0
792.65|3|1.5
350.2191|3|1.5
350.213|3|3.0
238.099|3|3.0
204.3|3|3.0
381.0913|3|3.0
764.03|3|3.0
591.98|3|1.5
338.0929|3|3.0
345.046|3|1.5
531.17|3|3.0
321.57099|3|3.0
376.0911|3|3.0
376.04|3|1.5
375.4811|3|3.0
792.93|3|3.0
12.211|3|1.5
13.31|3|3.0
756|3|3.0
384.0|3|0.33
181.51|3|3.0
511.438|3|3.0
396.1|3|3.0
739.1|3|1.0
739|3|1.5
184.09|3|3.0
323.2471|3|3.0
679.92|3|3.0
517.443|3|3.0
365.143|3|1.5
326.10913|3|3.0
792.67|3|1.0
519.257|3|1.5
519.232|3|3.0
491.543|3|3.0
320.9812|3|1.0
529.452|3|3.0
610.24|3|3.0
361.023|3|3.0
747.6|3|3.0
610.91202|3|3.0
610.91199|3|3.0
429.26|3|3.0
531.01|3|3.0
236.9147|3|3.0
800.0|3|1.5
809.6|3|3.0
512.47|3|3.0
514.25104|3|3.0
514.225|3|3.0
688.604|3|3.0
681.2|3|1.5
519.82|3|3.0
326.709|3|0.6
230.9911|3|3.0
230.97|3|3.0
230.927|3|3.0
938.0|3|3.0
932.02|3|3.0
325.38|3|3.0
236.942|3|1.0
560.73|3|3.0
060.2|3|0.6
012.9019|3|3.0
739.65|3|1.5
326.760942|3|3.0
619.03|3|3.0
511.416|3|3.0
745.2|3|3.0
389.09145|3|3.0
389.0911|3|3.0
574.9029|3|3.0
220.8|3|3.0
981.17402|3|3.0
530.93|3|1.5
321.5551|3|3.0
688.911|3|1.0
322.8312|3|3.0
350.0911|3|1.5
350.014|3|3.0
685.10912|3|3.0
388.31146|3|3.0
511.188|3|1.5
617.0926|3|3.0
344.023|3|0.5
338.310942|3|3.0
380.91148|3|3.0
682.211|3|3.0
682.1ㅁ111ㄴ|3|3.0
688.095|3|1.5
450.979|3|3.0
558.97|3|3.0
912.023|3|3.0
336.425|3|3.0
911.74|3|0.6
011.2021|3|3.0
688.0916|3|3.0
688.03|3|1.5
685.11|3|1.0
350.99|3|1.0
237.3|3|3.0
998.11|3|3.0
309.11199|3|3.0
309.11583|3|3.0
340.29|3|1.5
340.2092|3|1.0
340.20912|3|0.75
340.9143|3|3.0
493.96|3|1.5
559.3957|3|1.5
810.986|3|1.5
688.0929|3|3.0
686.16|2|2.0
309.1112|2|2.0
376.1465|2|2.0
236.958|2|2.0
911.58|2|0.5
911.61|2|2.0
324.417|2|2.0
324.49|2|2.0
329.40023|2|0.2
329.4025|2|2.0
364.6104|2|2.0
519.65|2|2.0
007|2|2.0
007.8|2|2.0
376.3508|2|0.33
376.419|2|2.0
559.704|2|2.0
911.46|2|0.67
574.49|2|2.0
389.0913|2|2.0
388.11184|2|2.0
388.11189|2|2.0
619.059|2|1.0
569.9304|2|2.0
369.143|2|2.0
361.44|2|2.0
361.639|2|2.0
925.068|2|2.0
926.072|2|2.0
574.94|2|2.0
616.33|2|2.0
610.929|2|2.0
380.9114|2|0.5
924.041|2|2.0
586.70912|2|0.5
586.732|2|2.0
610.92033|2|2.0
609.55|2|2.0
022.3163|2|1.0
517.304|2|2.0
019.73|2|2.0
398.2|2|1.0
569.9861|2|2.0
569.987|2|1.0
622.5|2|1.0
385.6|2|2.0
326.70962|2|2.0
981.175|2|2.0
220.914|2|2.0
981.187|2|2.0
981.152|2|2.0
222.4|2|2.0
345.12|2|2.0
380.9115|2|1.0
389.09183|2|2.0
389.099|2|2.0
390.027|2|2.0
321.545|2|2.0
321.54909|2|2.0
383.34|2|1.0
759.9|2|2.0
763.1|2|0.67
181.29|2|2.0
020.71|2|0.67
223.579|2|2.0
429.2213|2|2.0
517.1207|2|2.0
609.105|2|2.0
773|2|0.5
379.12|2|2.0
791.1|2|2.0
403.0|2|1.0
630.9|2|2.0
631.0905|2|2.0
737.503|2|2.0
230.26|2|2.0
215.0|2|2.0
380.91|2|2.0
321.5559202|2|2.0
594.25|2|2.0
606.929|2|2.0
593.245|2|2.0
324.0913|2|0.5
323.594|2|2.0
209.13|2|1.0
632.7|2|2.0
633.204|2|2.0
414.38|2|2.0
730.91|2|2.0
410.912|2|2.0
791.3|2|2.0
791.4|2|2.0
511.89|2|2.0
326.4388|2|1.0
594.53034|2|2.0
180.01|2|1.0
531.034|2|0.4
517.10952|2|2.0
232.86|2|2.0
232.888|2|2.0
231.9|2|2.0
567.023|2|2.0
634.5|2|0.67
566.1|2|2.0
566.37|2|2.0
568.023|2|2.0
568.6|2|1.0
569.1|2|2.0
945.1|2|2.0
511.551|2|2.0
332.60912|2|2.0
360.91|2|2.0
398.2|2|2.0
320.23|2|0.29
370.34|2|1.0
326.39018|2|2.0
512.04|2|2.0
512.077|2|2.0
512.125|2|2.0
792.97|2|2.0
534.5|2|2.0
535.099|2|2.0
342.30942|2|2.0
566.81|2|2.0
566.8133|2|2.0
228.899|2|2.0
397.0924|2|2.0
379.33|2|2.0
533.9|2|2.0
338.0699|2|2.0
285.83|2|2.0
430.27|2|2.0
723.02|2|0.29
418.5|2|2.0
725.4|2|2.0
725.5|2|0.67
342.22|2|2.0
427.07|2|2.0
517.5023|2|0.17
016.91|2|2.0
427.4|2|2.0
535.11|2|2.0
913.08|2|2.0
338.06|2|0.67
792.99|2|1.0
595.0|2|1.0
914.104|2|2.0
535.72|2|2.0
535.916|2|2.0
536.24|2|2.0
259|2|0.67
326.36021|2|2.0
601.5|2|0.67
511.111025|2|2.0
720.5|2|0.33
421.7|2|2.0
389.0913|2|2.0
638.9024|2|2.0
375.35|2|2.0
375.434|2|2.0
376.3|2|2.0
802.06636|2|1.0
371.0924|2|2.0
942.11|2|2.0
527.75|2|2.0
527.417|2|2.0
367.44|2|2.0
559.703|2|2.0
517.0942|2|1.0
610.3|2|2.0
603.0|2|2.0
604.22|2|2.0
604.54|2|2.0
360.10913|2|2.0
374.1|2|2.0
231.91|2|2.0
374.7114|2|2.0
251.8|2|2.0
233.03|2|0.67
631.9|2|1.0
595.8|2|2.0
629.24|2|1.0
648.7|2|2.0
558.93|2|2.0
559.1076|2|2.0
718.89|2|1.0
362.0222|2|2.0
331.37255|2|2.0
191.9|2|1.0
192.7|2|2.0
616.33|2|2.0
610.929|2|2.0
233.0771|2|1.0
370.99|2|1.0
594.903|2|2.0
810.95|2|0.67
372.4077|2|2.0
558.3334|2|2.0
556.38|2|2.0
718.3|2|2.0
718.79|2|2.0
333.52|2|2.0
631.311|2|1.0
153.42|2|1.0
154.1|2|2.0
370.913|2|2.0
810.806|2|2.0
369.13|2|1.0
369.196|2|2.0
233.007|2|2.0
666.0|2|1.0
431.533|2|2.0
322.8317|2|2.0
384.021|2|1.0
183.1|2|1.0
367.414|2|2.0
510.981|2|2.0
230.05|2|2.0
481.15|2|1.0
152.699|2|2.0
321.5704|2|1.0
654.58|2|2.0
654.8|2|2.0
654.9187|2|2.0
379.06|2|1.0
594.8|2|2.0
539.9018|2|2.0
539.357|2|2.0
811.096|2|2.0
367.14|2|0.25
472.5248|2|2.0
472.54|2|2.0
594.519|2|2.0
653.21|2|2.0
715.09|2|2.0
715.1|2|2.0
718.0203|2|2.0
718.03|2|1.0
182.673|2|2.0
023.7|2|2.0
537.47|2|2.0
152.414|2|1.0
270.99|2|2.0
431.48077|2|2.0
326.23077|2|1.0
372.88|2|2.0
811.603|2|0.5
331.38099|2|2.0
362.2|2|1.0
551.31|2|2.0
327.29|2|2.0
327.4023|2|1.0
594.51999|2|2.0
321.570953|2|2.0
321.5711|2|2.0
512.81|2|2.0
512.8397|2|2.0
367.433|2|2.0
911.73|2|2.0
594.3942|2|2.0
668.8309|2|2.0
673.4|2|2.0
594.258|2|2.0
324.17|2|2.0
337.0901|2|2.0
549.70911|2|2.0
454.05|2|2.0
451.507|2|2.0
714.09|2|1.0
981.169|2|2.0
981.1802|2|2.0
300.913|2|2.0
423.5|2|1.0
233.43|2|2.0
024.45|2|0.67
539.97023|2|2.0
364.01107|2|2.0
594.03|2|0.67
711.22|2|2.0
363.29|2|1.0
331.37172|2|2.0
380.91188|2|2.0
517.58|2|1.0
594.26|2|2.0
670.3|2|1.0
233.103|2|2.0
364.81|2|2.0
811.908|2|2.0
911.62|2|2.0
911.69|2|2.0
675.6|2|2.0
673.52|2|2.0
813.5099|2|2.0
228.29|2|2.0
542.5|2|2.0
657.103|2|2.0
194.6|2|0.67
510.109|2|2.0
327.7023|2|1.0
367.13|2|2.0
327.48|2|2.0
541.3|2|2.0
359.1179072|2|2.0
360.0023|2|0.5
152.419|2|2.0
151.581099|2|2.0
361.66|2|2.0
362.015|2|2.0
814,6|2|2.0
360.34|2|1.0
236.2|2|2.0
911.056|2|1.0
323.4905|2|2.0
153.48|2|2.0
414.2|2|0.67
366.54|2|2.0
481.991154|2|2.0
228|2|2.0
433.867|2|2.0
309.1481|2|2.0
926.9099|2|2.0
927.04|2|2.0
679.62|2|2.0
679.8|2|2.0
679.89|2|2.0
540.021|2|2.0
321.521|2|2.0
525.93304|2|2.0
525.9513|2|2.0
911.0605|2|2.0
539.9813|2|1.0
360.912|2|0.5
678.099|2|2.0
678.73|2|2.0
374.409|2|2.0
326.18091186|2|2.0
334.112|2|2.0
592.376|2|2.0
151.55|2|1.0
151.5609|2|2.0
814.7082|2|2.0
359.116|2|2.0
435.6|2|2.0
701.91|2|1.0
458.28|2|2.0
525.704|2|2.0
981.3|2|2.0
525.924|2|2.0
150.4|2|0.67
151.3|2|2.0
513.49|2|1.0
681.0911|2|2.0
679.34|2|2.0
679.521|2|2.0
324.40911|2|2.0
436.19|2|2.0
236.92571|2|2.0
472.0911|2|1.0
388.124|2|2.0
685.107|2|2.0
682.1|2|2.0
682.12|2|2.0
141.208|2|2.0
509.99|2|2.0
364.024|2|2.0
364.025|2|1.0
472.16|2|2.0
539.907|2|2.0
539.9813|2|2.0
151.5308|2|1.0
250.4|2|2.0
435.11|2|2.0
374.5|2|0.67
374.56|2|2.0
590.98|2|2.0
351.469|2|2.0
341.03|2|1.0
536.8|2|2.0
537.52|2|2.0
538.034|2|2.0
538.1|2|2.0
538.83|2|2.0
817.09|2|2.0
817.6|2|2.0
351.11|2|2.0
685.511|2|2.0
350.2198|2|2.0
820.3|2|1.0
820.905|2|1.0
350.830913|2|2.0
589.698|2|2.0
685.109|2|2.0
363.76|2|2.0
536.0|2|2.0
137.0|2|2.0
015.12|2|2.0
016.32|2|0.67
016.3883|2|2.0
238.0|2|2.0
236.46|2|2.0
236.86|2|2.0
236.902|2|2.0
584.2|2|2.0
581.1|2|0.5
581.37|2|2.0
489.65|2|1.0
477.214|2|2.0
475.03|2|2.0
668.8539|2|2.0
534.15|2|2.0
534.9|2|2.0
892.9609|2|2.0
516.928|2|2.0
909.6|2|2.0
325.03|2|0.67
377.321|2|2.0
688.0929|2|2.0
587.15|2|2.0
380.917|2|2.0
380.922|2|2.0
380.925|2|2.0
982.8|2|2.0
309.119|2|2.0
488|2|2.0
488.71|2|1.0
668.89158|2|2.0
668.892981|2|0.67
321.1|2|2.0
321.3095|2|2.0
582.9922|2|1.0
878.0|2|2.0
866.09|2|2.0
350.01|2|2.0
824.09|2|2.0
439.5|2|2.0
238.60929|2|2.0
238.618|2|2.0
238.82|2|2.0
924.038|2|2.0
349.09|2|1.0
349.1101|2|2.0
525.28|2|2.0
414.1076|2|2.0
983.2|2|2.0
698.5904|2|2.0
481.13|2|2.0
530.9803|2|2.0
530.99|2|2.0
486.6|2|2.0
380.9163|2|2.0
374.72|2|1.0
831.9|2|1.0
345.04|2|2.0
354.2195|2|2.0
359.0023|2|0.33
544.11|2|2.0
364.141|2|2.0
364.157|2|2.0
530.019|2|2.0
328.4076|2|2.0
331.0732|2|2.0
485.15|2|2.0
488.025|2|2.0
989.117|2|2.0
524.45|2|1.0
987.0|2|2.0
575.54|2|2.0
576.12|2|2.0
340.9258|2|2.0
548.08|2|0.25
377.012|2|0.5
523.66|2|2.0
366.013|2|2.0
217|2|2.0
437.04|2|0.5
438.9|2|2.0
516.9319|2|2.0
692.069|2|1.0
692.0911|2|2.0
577.29|2|2.0
359.03|2|1.0
342.13409|2|2.0
470.8|2|2.0
513.8533|2|2.0
513.8547|2|2.0
375.1247|2|2.0
025.16|2|2.0
998.39|2|2.0
381.30926|2|2.0
391.22|2|2.0
530.025|2|0.67
530.09|2|2.0
527.89|2|2.0
528.92|2|2.0
697.98|2|1.0
494.7|2|2.0
495.177|2|2.0
70.4099|2|2.0
248.0|2|2.0
695.0|2|2.0
695.5|2|1.0
235.04|2|2.0
340.9143|2|2.0
340.9239|2|2.0
351.63|2|2.0
352.152|2|2.0
526.357|2|2.0
696.95|2|2.0
489.91|2|2.0
227.1|2|0.5
383.70922|2|1.0
322.9568|2|2.0
377.025|2|2.0
377.026|2|2.0
070.913|2|1.0
460.114|2|2.0
460.911|2|1.0
469|2|2.0
469.29|2|1.0
013.90913|2|2.0
013.91189|2|2.0
